,children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,family_status_factorize,total_income_categorical,total_income_categorical_factorize,purpose_factorize,dob_years_categorical,days_employed_categorical
6389,1,0.8649607101440145,45,среднее,1,в разводе,3,M,сотрудник,0,304689.55730827694,жильё,3,75-100%,0,0,50-75%,75-100%
6390,0,0.13063532518315177,32,высшее,0,гражданский брак,1,F,госслужащий,0,105020.84137831553,жильё,1,25-50%,1,0,0-25%,25-50%
6392,1,0.08551179828974764,48,среднее,1,женат / замужем,0,M,сотрудник,0,85530.43875661155,жильё,0,0-25%,3,0,50-75%,25-50%
6393,0,34.952589868947946,72,среднее,1,Не женат / не замужем,4,F,пенсионер,0,49805.29831450421,жильё,4,0-25%,3,0,75-100%,75-100%
6394,0,0.05305278043417141,31,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,122217.28772059684,жильё,4,25-50%,1,0,0-25%,0-25%
6395,2,0.15339184815363643,36,среднее,1,гражданский брак,1,F,сотрудник,0,84870.4574752425,автомобиль,1,0-25%,3,1,25-50%,25-50%
6396,1,0.11917491009682886,44,среднее,1,женат / замужем,0,M,сотрудник,0,83241.06253944294,жильё,0,0-25%,3,0,50-75%,25-50%
6398,0,0.1884876592433107,51,высшее,0,Не женат / не замужем,4,F,компаньон,0,177265.21995292485,жильё,4,50-75%,2,0,50-75%,25-50%
6399,0,30.557075944607472,62,среднее,1,женат / замужем,0,M,пенсионер,0,108645.1303075904,автомобиль,0,25-50%,1,1,75-100%,75-100%
6400,1,0.11107153559897719,25,высшее,0,гражданский брак,1,F,госслужащий,0,80208.26822987587,свадьба,1,0-25%,3,3,0-25%,25-50%
6401,0,0.35856516425615076,54,среднее,1,гражданский брак,1,M,компаньон,0,190746.25392143195,свадьба,1,50-75%,2,3,75-100%,50-75%
6402,0,0.33924894010079926,57,среднее,1,женат / замужем,0,F,компаньон,0,352411.990529803,жильё,0,75-100%,0,0,75-100%,50-75%
6403,0,0.7117974010749785,49,среднее,1,женат / замужем,0,F,компаньон,0,98783.3486181129,автомобиль,0,0-25%,3,1,50-75%,75-100%
6404,2,0.1348586764131046,34,среднее,1,женат / замужем,0,M,сотрудник,0,65507.07534078285,жильё,0,0-25%,3,0,25-50%,25-50%
6405,2,0.02278793663661673,35,высшее,0,женат / замужем,0,F,госслужащий,0,108634.53030932733,жильё,0,25-50%,1,0,25-50%,0-25%
6406,0,32.16801824206612,73,среднее,1,женат / замужем,0,F,пенсионер,0,119190.48787759295,жильё,0,25-50%,1,0,75-100%,75-100%
6407,2,0.15104774840327542,21,среднее,1,женат / замужем,0,F,сотрудник,0,181510.8688671601,жильё,0,50-75%,2,0,0-25%,25-50%
6408,0,0.015790158365919845,50,среднее,1,женат / замужем,0,M,сотрудник,0,125423.55145266547,жильё,0,25-50%,1,0,50-75%,0-25%
6409,0,31.427722513356972,58,среднее,1,женат / замужем,0,F,пенсионер,0,138290.18772330286,жильё,0,25-50%,1,0,75-100%,75-100%
6410,1,0.35859507983443434,29,среднее,1,женат / замужем,0,F,сотрудник,0,76599.58265968526,автомобиль,0,0-25%,3,1,0-25%,50-75%
6412,0,0.0825085609876633,33,среднее,1,женат / замужем,0,F,компаньон,0,193492.0837035755,жильё,0,50-75%,2,0,25-50%,0-25%
6413,0,33.18374932802598,59,среднее,1,женат / замужем,0,F,пенсионер,0,89117.90104583841,автомобиль,0,0-25%,3,1,75-100%,75-100%
6414,0,34.53301361956588,62,высшее,0,женат / замужем,0,F,пенсионер,0,216589.2086082121,жильё,0,75-100%,0,0,75-100%,75-100%
6418,0,33.26452438280025,53,среднее,1,женат / замужем,0,F,пенсионер,0,98114.34225607596,жильё,0,0-25%,3,0,75-100%,75-100%
6419,0,35.16402690127562,69,среднее,1,женат / замужем,0,F,пенсионер,0,88872.90747962063,жильё,0,0-25%,3,0,75-100%,75-100%
6420,2,0.06210674835399837,31,среднее,1,женат / замужем,0,M,сотрудник,0,376879.09893831454,автомобиль,0,75-100%,0,1,0-25%,0-25%
6421,0,0.039089815661258354,32,высшее,0,гражданский брак,1,M,сотрудник,0,312283.7373464568,автомобиль,1,75-100%,0,1,0-25%,0-25%
6422,1,0.23207783518456448,40,среднее,1,женат / замужем,0,F,сотрудник,0,157138.18350235073,жильё,0,50-75%,2,0,25-50%,50-75%
6423,0,32.27138385664071,58,среднее,1,женат / замужем,0,M,пенсионер,0,70175.87269498648,жильё,0,0-25%,3,0,75-100%,75-100%
6424,0,0.18759400456374783,34,высшее,0,Не женат / не замужем,4,M,компаньон,0,264694.0882025929,жильё,4,75-100%,0,0,25-50%,25-50%
6425,0,0.11102769847855519,51,среднее,1,женат / замужем,0,F,компаньон,0,111091.78475918729,образование,0,25-50%,1,2,50-75%,25-50%
6426,0,0.08016789058646064,33,среднее,1,женат / замужем,0,F,сотрудник,0,50840.13070854767,образование,0,0-25%,3,2,25-50%,0-25%
6427,1,0.5596685489705866,45,среднее,1,женат / замужем,0,F,сотрудник,0,97576.57900124948,автомобиль,0,0-25%,3,1,50-75%,75-100%
6428,2,0.7804171279449622,46,среднее,1,гражданский брак,1,F,сотрудник,0,145733.00832145993,свадьба,1,50-75%,2,3,50-75%,75-100%
6429,0,30.130604629780578,62,среднее,1,женат / замужем,0,F,пенсионер,0,79437.22106414466,жильё,0,0-25%,3,0,75-100%,75-100%
6430,0,32.04060651244638,58,высшее,0,женат / замужем,0,F,пенсионер,0,120017.20652790285,образование,0,25-50%,1,2,75-100%,75-100%
6432,0,0.2955901559659512,67,неоконченное высшее,2,женат / замужем,0,F,сотрудник,0,241202.36306708783,жильё,0,75-100%,0,0,75-100%,50-75%
6433,0,0.17723324788345257,25,высшее,0,Не женат / не замужем,4,F,госслужащий,0,441535.03717279225,жильё,4,75-100%,0,0,0-25%,25-50%
6434,0,36.13206942325947,69,среднее,1,в разводе,3,F,пенсионер,0,54276.44212015197,автомобиль,3,0-25%,3,1,75-100%,75-100%
6435,0,32.836097104464365,54,среднее,1,женат / замужем,0,F,пенсионер,0,97721.80338292503,жильё,0,0-25%,3,0,75-100%,75-100%
6436,0,1.0821111325178743,52,высшее,0,женат / замужем,0,F,сотрудник,0,190521.63580727825,жильё,0,50-75%,2,0,50-75%,75-100%
6437,2,0.28981167833700683,29,среднее,1,женат / замужем,0,M,сотрудник,0,79874.03694855204,жильё,0,0-25%,3,0,0-25%,50-75%
6438,1,0.1461401054179884,34,начальное,3,гражданский брак,1,F,сотрудник,0,145389.64946030374,свадьба,1,50-75%,2,3,25-50%,25-50%
6439,1,0.23699076857597653,32,среднее,1,женат / замужем,0,M,компаньон,1,88513.49286125439,автомобиль,0,0-25%,3,1,0-25%,50-75%
6440,0,0.08593676609894517,58,среднее,1,женат / замужем,0,F,сотрудник,0,82460.38684693677,жильё,0,0-25%,3,0,75-100%,25-50%
6441,2,0.06762399255239591,31,среднее,1,женат / замужем,0,M,компаньон,0,72519.07706987075,автомобиль,0,0-25%,3,1,0-25%,0-25%
6442,0,0.024108375250960032,23,среднее,1,гражданский брак,1,M,сотрудник,0,157361.72910534148,свадьба,1,50-75%,2,3,0-25%,0-25%
6443,0,0.3661404515803278,38,высшее,0,женат / замужем,0,F,компаньон,0,151302.56164702034,жильё,0,50-75%,2,0,25-50%,50-75%
6444,0,0.7707138137491895,38,среднее,1,женат / замужем,0,F,сотрудник,0,217313.501937898,жильё,0,75-100%,0,0,25-50%,75-100%
6445,1,0.0585177865079203,34,высшее,0,женат / замужем,0,M,сотрудник,0,187142.48532863383,жильё,0,50-75%,2,0,25-50%,0-25%
6446,0,0.09521419045271895,64,высшее,0,женат / замужем,0,M,компаньон,0,169459.8952331018,жильё,0,50-75%,2,0,75-100%,25-50%
6447,0,0.0902625722161481,35,неоконченное высшее,2,в разводе,3,M,сотрудник,0,105593.52571361908,образование,3,25-50%,1,2,25-50%,25-50%
6448,1,0.38102322394846166,34,высшее,0,женат / замужем,0,F,сотрудник,0,172746.69299673208,жильё,0,50-75%,2,0,25-50%,50-75%
6449,0,0.12683233733230714,23,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,142487.94831365143,образование,4,25-50%,1,2,0-25%,25-50%
6450,1,0.24777323785887453,36,среднее,1,гражданский брак,1,F,компаньон,0,149610.43266725185,свадьба,1,50-75%,2,3,25-50%,50-75%
6451,0,0.03152340711684584,22,высшее,0,женат / замужем,0,F,компаньон,0,191662.36748585085,жильё,0,50-75%,2,0,0-25%,0-25%
6453,0,0.18607892095425776,25,среднее,1,женат / замужем,0,M,компаньон,0,123594.28226272351,жильё,0,25-50%,1,0,0-25%,25-50%
6454,0,34.57273337262995,62,высшее,0,женат / замужем,0,F,пенсионер,0,187851.5489931282,жильё,0,50-75%,2,0,75-100%,75-100%
6455,0,0.14444141522151752,34,среднее,1,гражданский брак,1,F,сотрудник,1,314576.3334386903,образование,1,75-100%,0,2,25-50%,25-50%
6456,0,0.03318757111945606,22,среднее,1,Не женат / не замужем,4,M,сотрудник,0,185824.9543144939,жильё,4,50-75%,2,0,0-25%,0-25%
6457,0,36.06741887785163,53,среднее,1,женат / замужем,0,F,пенсионер,0,276389.7361674302,образование,0,75-100%,0,2,75-100%,75-100%
6458,0,0.09247355844189693,28,среднее,1,женат / замужем,0,M,сотрудник,0,72220.80282675418,автомобиль,0,0-25%,3,1,0-25%,25-50%
6459,0,0.031378651474814355,28,высшее,0,гражданский брак,1,F,сотрудник,0,104661.21683733948,жильё,1,25-50%,1,0,0-25%,0-25%
6460,0,31.462474825362403,70,среднее,1,вдовец / вдова,2,F,пенсионер,0,157539.49916552927,автомобиль,2,50-75%,2,1,75-100%,75-100%
6462,1,0.13777557744829608,36,среднее,1,в разводе,3,F,сотрудник,0,79957.57359082019,образование,3,0-25%,3,2,25-50%,25-50%
6463,0,0.31758848842036574,39,среднее,1,гражданский брак,1,F,компаньон,0,152677.90997269438,жильё,1,50-75%,2,0,25-50%,50-75%
6464,0,0.11230932221044498,22,среднее,1,Не женат / не замужем,4,F,сотрудник,0,165712.49166710945,автомобиль,4,50-75%,2,1,0-25%,25-50%
6465,0,0.06611793629421578,28,среднее,1,женат / замужем,0,M,сотрудник,0,299472.3710926418,жильё,0,75-100%,0,0,0-25%,0-25%
6466,0,30.98866053807642,59,среднее,1,женат / замужем,0,M,пенсионер,0,138649.79306664626,жильё,0,25-50%,1,0,75-100%,75-100%
6467,1,0.27749148327455936,55,высшее,0,Не женат / не замужем,4,F,сотрудник,0,408753.8401674544,жильё,4,75-100%,0,0,75-100%,50-75%
6468,1,0.19208725476029134,26,среднее,1,Не женат / не замужем,4,M,госслужащий,0,153711.88719219633,жильё,4,50-75%,2,0,0-25%,25-50%
6469,0,0.26202309214660296,50,высшее,0,женат / замужем,0,F,сотрудник,0,254769.6699552738,автомобиль,0,75-100%,0,1,50-75%,50-75%
6470,0,33.52194037718527,59,среднее,1,женат / замужем,0,F,пенсионер,0,169998.44565892324,образование,0,50-75%,2,2,75-100%,75-100%
6471,0,0.20412447963398025,55,среднее,1,женат / замужем,0,M,сотрудник,0,121760.63785035376,образование,0,25-50%,1,2,75-100%,50-75%
6472,0,35.673353611290125,61,среднее,1,Не женат / не замужем,4,F,пенсионер,1,56532.38610737208,образование,4,0-25%,3,2,75-100%,75-100%
6473,0,0.14190600949300866,35,среднее,1,женат / замужем,0,M,компаньон,0,280240.6429687866,образование,0,75-100%,0,2,25-50%,25-50%
6474,0,0.016738414211399,28,среднее,1,гражданский брак,1,M,сотрудник,0,82395.36609960187,образование,1,0-25%,3,2,0-25%,0-25%
6475,2,0.25966919197059285,32,среднее,1,гражданский брак,1,F,сотрудник,0,100172.87375828189,свадьба,1,0-25%,3,3,0-25%,50-75%
6476,0,0.20552200267835685,25,среднее,1,женат / замужем,0,F,компаньон,1,143648.71677647447,жильё,0,25-50%,1,0,0-25%,50-75%
6477,0,36.27742289634269,59,среднее,1,женат / замужем,0,F,пенсионер,0,159636.4360934244,автомобиль,0,50-75%,2,1,75-100%,75-100%
6478,0,0.04058462353235651,57,среднее,1,женат / замужем,0,M,сотрудник,1,189847.0580852365,жильё,0,50-75%,2,0,75-100%,0-25%
6479,0,0.023199805206936937,25,высшее,0,женат / замужем,0,F,компаньон,0,123462.90108130134,автомобиль,0,25-50%,1,1,0-25%,0-25%
6480,0,35.99946764480659,59,среднее,1,гражданский брак,1,F,пенсионер,0,92963.04107584264,свадьба,1,0-25%,3,3,75-100%,75-100%
6482,0,0.1906915340929035,40,среднее,1,женат / замужем,0,F,сотрудник,0,78828.77363162214,жильё,0,0-25%,3,0,25-50%,25-50%
6483,1,0.13045398686018253,34,высшее,0,женат / замужем,0,M,сотрудник,0,900855.4728679564,жильё,0,75-100%,0,0,25-50%,25-50%
6484,1,0.31643597141799534,33,среднее,1,женат / замужем,0,F,сотрудник,0,266535.25645958696,жильё,0,75-100%,0,0,25-50%,50-75%
6487,0,0.9764075598130664,62,среднее,1,вдовец / вдова,2,F,сотрудник,0,90894.68831115606,жильё,2,0-25%,3,0,75-100%,75-100%
6488,1,0.19591850081431553,24,среднее,1,гражданский брак,1,F,сотрудник,1,67745.1806777873,свадьба,1,0-25%,3,3,0-25%,25-50%
6490,1,32.04820202832681,57,среднее,1,вдовец / вдова,2,F,пенсионер,0,52945.91752374692,жильё,2,0-25%,3,0,75-100%,75-100%
6491,1,0.21412350380610054,27,среднее,1,женат / замужем,0,M,сотрудник,1,206076.3451976654,жильё,0,75-100%,0,0,0-25%,50-75%
6493,0,32.75813049766498,50,среднее,1,гражданский брак,1,F,пенсионер,0,89979.92737232127,свадьба,1,0-25%,3,3,50-75%,75-100%
